Name, Longitude, Latitude
Peddles Ponds,133.15,-24.8
Pedan Waterhole,117.48333,-29.33333
Mount Peculiar,131.16667,-23.51667
Pecked Island,123.4416,-16.52388
Peartree Well,139.71667,-18.5
Pear Tree Waterhole,138.48333,-20.01667
Pear Tree Waterhole,139.66667,-17.93333
Pearson River,125.5,-16.21667
Pearson Isles,134.265,-33.96089
Pearson Island,122.35,-34.2
Pearson Hill,136.86667,-31.1
Pearson Hill,113.76667,-23.16667
Pearl Shoals,122.11667,-18
Pearl Reef,114.43333,-21.88333
Pearl Pass,123.06667,-16.43333
Pearlah,135.68333,-34.6
Pear Creek Well,119.56667,-20.61667
Pear Creek,119.36667,-20.38333
Pear Creek,138.8,-18.58333
Pear Creek,124.23333,-17.43333
Pearce Spring,131.53333,-15.48333
Pearce Point,129.35,-14.41667
Pearce Islet,136.9201,-15.4962
Mount Pearce,131.56564,-14.68218
Pearce,116.01667,-31.66667
Pearana Rockhole,121.21667,-21.9
Pearana Creek,121.15,-21.93333
Peak Knob,132.1,-16.7
Peak Island,114.5091,-21.60092
Peak Hill,118.71667,-25.63333
Peak Hill,138.56667,-32.33333
Peak Head,117.94806,-35.12806
Peaker Piker Creek,136.53333,-18.75
Peake Point,136.01667,-34.51667
Peake Hill,135.88333,-28.1
Peaked Hill,134.9,-22.55
Peaked Hill,133.3,-22.5
Peake Creek,136.11667,-28.03333
Peake Bay,136.05342,-34.50468
Mount Peake,133.06897,-21.53682
Mount Peake,131.37704,-15.87924
Peake,139.95,-35.36667
Peake,135.9,-28.08333
Peak Creek,136.06667,-34.2
Peak Bore,135.1,-29.86667
The Peak,135.15,-23.31667
Peacock Waterhole,138.73333,-17.05
Mount Peachy,133.89897,-24.3578
Peachna,135.71667,-33.76667
Peacheys Hill,138.48333,-28.83333
Lake Peachawarinna,138.31667,-29.01667
Paynters Well,135.4,-30.93333
Paynesville State Forest,118.55,-28.13333
Paynes Pass,114.06667,-21.86667
Paynes Find,117.68333,-29.25
Pay Creek,117.45,-34.61667
Paxtons Bluff,133.58333,-26.48333
Paw Paw Springs,130.96667,-13.81667
Lake Pavy,117.88333,-29.73333
Paupalthung Point,139.08333,-35.65
Paunia Well,119.6,-20.15
Paulyunerup Brook,117.56667,-34.76667
Paul Valley,117.36667,-34.13333
Patty Well,132.83333,-22.78333
Patty Hill,132.66667,-22.56667
Pattersons Range,124.65,-17.06667
Patterson Shoal,121.31667,-19.01667
Pattersons Hill,138.9,-34.48333
Port Patterson,130.43333,-12.61667
Mount Patterson,133.8,-14.8167
Mount Patterson,129.46667,-17.18333
Patsy Pool,127.76667,-16.08333
Pats Well,116.81667,-20.83333
Patsey Creek,127.75,-15.98333
Patrick River,127.86667,-15.16667
Mount Patricia,131.51667,-21.46667
Lake Patricia,135.92857,-30.81672
Patience Well,125.76667,-23.31667
Pathraootara Lake,138.23555,-27.3931
Paterson Well,122.25,-17.91667
Paterson Range,122.16667,-21.75
Point Pater,122.91667,-27.8
Patawarta Hill,138.71667,-30.96667
Pat Aulds Vat Rockhole,129.58333,-28.31667
Patalingie Well,119.33333,-20.5
Pastoral Lookout,135.11667,-33.63333
Passmore Creek,138.86667,-17.01667
Passage Island,115.7861,-21.10535
Cape Pasley,123.51667,-33.93333
Paskeville,137.9,-34.03333
Pasco Island,122.1046,-34.064
Pasco Island,115.3397,-20.96
Pasco Island,123.3902,-16.51832
Pascoe Spring,133.83333,-24.93333
Pasco Inlet,139.6,-17.5
Mount Pasco,120.56667,-27.5
Pascal Island,125.6513,-14.06775
Partridges Range,134.8,-30.55
Mount Partridge,136.10658,-32.34783
Mount Partridge,139.24591,-30.00828
Mount Partridge,132.5,-13.0833
Partacoona,138.16667,-32.01667
Parsons Range,135.25,-13.5
Parsons Creek,135.21667,-16.4
Parsons Bluff,123.03333,-26.78333
Parsons Bank,130.8667,-11.95
Mount Parsons,135.26667,-13.31667
Parryville,117.18333,-34.98333
Parry Shoal,129.71667,-11.21667
Parrys Hill,138.03333,-27.38333
Parry Range,115.55,-22.33333
Parry Lagoon,128.26667,-15.55
Parry Island,125.7663,-14.32108
Parry Inlet,117.15,-35.01667
Parry Creek,128.15,-15.53333
Mount Parry,138.2133,-30.43037
Parrot Bore,116.45,-25.48333
Parraburdoo,117.53333,-23.25
Parraba,134.58333,-32.76667
Paroo Well,119.8,-20.06667
Paroo Waterhole,139.46667,-20.38333
Paroo Range,139.56667,-20.41667
Paroora Hill,132.4,-26.98333
Paroo Creek,139.71667,-20.13333
Paroo,119.55,-26.53333
Paroo,119.7661,-26.26146
Parnell Spring,126.68333,-16.03333
Parnaroo,139.13333,-32.98333
Parnaroo,139.06667,-32.98333
Mount Parlue,133.93336,-26.04178
Parlabilli Rockhole,131.86667,-29.96667
Parkside,139.75,-20.45
Mount Parks,133.33333,-24.03333
Mount Parkin,122.23333,-30.56667
Lake Parkeyerring,117.35,-33.36667
Parkeston Station,121.5,-30.71667
Parkerville,116.138,-31.87472
Parkers Well,135.86667,-28.93333
Parkers Cone,131.56667,-20.9
Parker Ranges,122.16667,-25.31667
Parker Range,119.58333,-31.63333
Parker Range,119.53333,-31.63333
Point Parker,139.15,-17.03333
Parker Hill,121.88333,-31.3
Mount Parker,128.3024,-17.17524
Paris Creek,138.83333,-35.25
Paris Creek,138.8,-35.21667
Paring Rockhole,131.61667,-30.35
Pargee Rockhole,129.3,-19.63333
Pargee Range,129.58333,-19.85
Pardoo Well,119.56667,-20.08333
Pardoo Out Camp,119.91667,-19.98333
Pardoo Creek Well,119.08333,-20.28333
Pardoo Creek,119.56667,-20.06667
Pardoo,119.5786,-20.10725
Pardice Bay,136.86667,-15.51667
Parderoo Spring,124.45,-16.85
Pardelup Lagoon,117.38333,-34.58333
Parda Hill,122.03333,-18.86667
Pardaboora River,124.45,-16.83333
Parawitula Creek,138.98333,-24.18333
Paratoo,139.36667,-32.7
Paratoo,139.4,-32.73333
Mount Parapet,136.80907,-33.66054
Parap,130.83333,-12.43333
Paralilla Rockhole,128.48333,-27.55
Paralana Hill,139.53333,-30.25
Paralana Creek,139.7,-30.23333
Paralana,139.45,-30.2
Parakylia North Hill,136.03333,-30.63333
Lake Parakylia,136.15062,-30.65496
Parakylia,136.41667,-30.4
Parakeelya Island,115.51667,-20.13333
Parakatup Creek,118.75,-34.1
Parafield,138.63333,-34.78333
Paradise Well,116.16667,-25.38333
Paradise Waterhole,134.83333,-23.31667
Paradise Lagoon,139.86667,-19.45
Paradise Creek,115.48333,-24.48333
Paradise Creek,135.53333,-17.03333
Paradise Creek,127.61667,-16.18333
Paradise Bore,125.48333,-18.53333
Paradise,139.33333,-32.53333
Paradise,137.86667,-30.13333
Paradise,124.5316,-18.01776
Paracombe,138.78333,-34.85
Parachilna,138.38333,-31.13333
Parabarana Hill,139.7,-29.96667
Mount Paqualin,131.31667,-13.36667
The Paps,128.05,-15.25
Paps,138.05,-32.71667
Papoodna Creek,138.18333,-32.3
Paper Tank,139.6,-21.81667
Paper Creek,129.56667,-17.38333
Paper Collar Creek,118.16667,-34.3
Paperbark Swamp,136.41667,-12.4
Paperbark Spring,126.83333,-18.1
Paperbark Spring,130.95,-13.86667
Paperbark Point,128.71667,-15.8
Paperbark Creek,129.5,-16.55
Paperbark Brook,120.63333,-30.01667
Pantoulbie,134.26667,-32.83333
Pantoowarinna Lake,137.78333,-27.46667
Pantoo Hill,137.63333,-27.53333
Panton Shoals,122.18333,-17.16667
Panton River,128.45,-17.7
Panton Island,128.2421,-15.26273
Panton Creek,119.78333,-33.56667
Panton Bluff,122.73333,-26.68333
Mount Panton,129.2167,-17.35208
Panter Downs,124.96667,-16.06667
Pantapin,117.65,-31.95
Pansy Well,116.68333,-20.93333
Mount Panorama,138.66402,-35.16292
Pannywonica Hill,116.35,-21.68333
Panketyi Station,138.91667,-35.23333
Pangkupirri Rockholes,128.75,-24.66667
Paney Out Station,135.41667,-32.6
Paney Hill,135.45,-32.56667
Paney Bluff,135.45,-32.6
Pandurra,137.43333,-32.63333
Lake Pandruannie,138.99777,-28.39966
Mount Pandora,127.7954,-18.21607
Pandie Pandie,139.38333,-26.13333
Pandara Pool,115.96667,-25.78333
Pandappa Dam,139.31667,-33.2
Pandappa,139.15,-33.18333
Pandappa,139.2,-33.05
Pandanus Waterhole,137.05,-18.08333
Pandanus Springs,131.43333,-15.5
Pandanus Ridge,139.66667,-17.6
Pandanus Park Community,123.66667,-17.73333
Pandanus Creek,137.08333,-18.01667
Pandanus Creek,125.91667,-17.81667
Pandanus Creek,139.65,-17.53333
Pandanus Creek,138.55,-17.48333
Pandanus Beach,128.6985,-15.79162
Pancake Passage,123.06667,-16.4
Panaramatee,139.65,-32.63333
Pamprunnah Pool,116,-23.18333
Pamelia Hill,119.43333,-23.2
Pambula,138.63333,-35.45
Palthrubie Hill,135.21667,-31.8
Palra Spring,117.13333,-22.05
Palpul Waterhole,133.78333,-14.35
Palpalpa Swamp,136.91667,-28.2
Palpalpa Hill,136.96667,-28.21667
Palm Tree Crossing,138.55,-18.3
Palm Springs,124,-16.86667
Palm Spring Creek,126.33333,-18.53333
Palm Spring,117.73333,-22.98333
Palm Spring,128.43333,-19.31667
Palm Spring,128.28333,-19.25
Palm Spring,126.41667,-18.5
Palm Spring,124.96667,-17.7
Palm Spring,126.75,-17.53333
Palm Spring,131.63333,-16.35
Palm Spring,128.75,-15.86667
Palm Spring,128.28333,-15.63333
Palm Pool,128.4,-17.73333
Palmers Well,120.53333,-19.85
Mount Palmerston,138.31074,-31.57473
Palmer Spring,127.48333,-16.01667
Palmer River,133.41667,-24.76667
Palmer Pass,127.51667,-16.03333
Palmer Hill,139.15,-34.86667
Palmer Hill,136.56667,-27.2
Palmer Creek,127.61667,-15.91667
Mount Palmer,131.40015,-23.39426
Mount Palmer,134.95,-23.0833
Palmer,139.16667,-34.85
Palm Creek,130.91667,-14.8
Palm Creek,130.95,-12.35
Palm Bay,132.48331,-11.1167
Palliou Creek,139.08333,-24.31667
Pallinup River,118.9,-34.48333
Pallinup,117.91667,-33.98333
Pallico Channel,139.76667,-24.25
Pallarup Rocks,119.73333,-33.28333
Lake Pallarup,119.7593,-33.2268
Pallamana,139.2,-35.03333
Palkagee Well,135.45,-33.43333
Paling Rockhole,131.71667,-29.86667
Palina Creek,139.81667,-32.8
Mount Palgrave,115.9828,-23.37342
Mount Palgrave,127.2919,-26.05083
Palgarup,116.16667,-34.2
Lake Palankarinna,138.41676,-28.77766
Palagea Rockholes,118.61667,-28.43333
Paisley Well North,135.81667,-29.91667
Paisleys Bluff,133.35,-23.71667
Paisley Creek,134.13333,-15.2
Mount Paisley,135.81239,-30.07478
Mount Painter,139.35907,-30.23067
Pago Mission,126.73333,-14.11667
The Pages,138.28333,-35.78333
Page Creek,138.56667,-18.58333
Mount Page,124.6199,-16.47276
Mount Page,134.1167,-14.9833
Padyeana Well,119.26667,-25.06667
Padtherung,118.93333,-23.16667
Paddy Well,115.8,-24.73333
Paddy Well,116.81667,-24.16667
Paddys Well,135.4,-33.45
Paddys Well,115.75,-27.43333
Paddys Well,121.65,-26.45
Paddys Well,114.25,-24.8
Paddys Well,114.3,-24.16667
Paddys Well,114.91667,-22.55
Paddys Waterhole,139.61667,-19
Paddy Spring,131.61667,-15.56667
Paddy Lagoon,133.65,-15.36667
Paddy Gorge,131.7,-15.6
Paddington,121.33333,-30.48333
Padbury Hill,116.01667,-33.81667
Padbury Brook,115.71667,-33.81667
Mount Padbury,118.2703,-25.63286
Mount Padbury,115.7786,-23.33953
Packsaddle Waterhole,138.01667,-17.03333
Pack Saddle Creek,138.13333,-16.88333
Pack Island,123.4102,-16.51277
Packhorse Range,125.71667,-16.71667
Packer Islets,123.46667,-16.28333
Packer Island,122.7902,-16.56833
Packard Knob,130.96667,-12.46667
Pabelup Lake,119.4054,-34.10487
Oyster Rock Passage,125.75,-14.03333
Oyster Rock,125.76667,-14.06667
Oyster Point,137.8,-34.91667
Oyster Point,132.13333,-11.3
Oyster Harbour,117.95889,-34.9775
Oyster Bay,137.80167,-34.89263
Oxley Island,132.8333,-10.9833
Oxley Island,132.81667,-10.98333
Oxide Creek,139.43333,-19.43333
Mount Oxide,139.33333,-19.53333
Mount Oxide,139.75,-19.38333
Owrie Mound,135.83333,-30.73333
Owl Creek,138.71667,-20.88333
Owingup Swamp,117.06667,-34.98333
Owingup,117.1,-34.96667
Owen Springs,133.41667,-24
Owens Bore,138.11667,-20.25
Owen Anchorage,115.7525,-32.12111
Owen,138.54439,-34.27204
Owairtilla Rockhole,135.61667,-20.66667
Overshot Hill,120,-33.53333
Outungutuinna Soak,131.95,-26.45
Outtrim Patches,114.46667,-21.61667
Outounya Creek,133.56667,-26.06667
Outouie Hill,139.26667,-30.83333
Outer Rip Shoal,123.5,-17.1
Outee Hill,136.26667,-27.41667
Our Brook,116.63333,-34.91667
Oulnina Park,139.85,-32.56667
Oulnina Hill,139.81667,-32.58333
Oulnina,139.83333,-32.48333
Ouldburra Hill,133.91667,-27.5
Oudabunna Rockhole,117.73333,-29.1
Oudabunna,117.75,-29.06667
Ouana Waterhole,137.43333,-27.83333
Otway Reef,114.48333,-21.73333
Otway Island,128.1071,-15.26746
Lake Ottoway,119.06667,-33.2
Otto Creek,131.21667,-12.9
O.T. Downs,135.05,-16.61667
Ostrich Farm,139.18333,-35.61667
Osmond Range,128.75,-17.16667
Osmond Creek,128.83333,-17.15
O?Shanassy River,138.76667,-18.98333
Oscar Range,125.41667,-17.96667
Mount Oscar,125.4571,-18.0472
Oscar Hill,125.41667,-18.06667
Mount Oscar,138.53333,-18.3
Mount Oscar,117.3105,-20.91256
Osbourn Well,115.81667,-24.11667
Osborne Well,114.98333,-22.56667
Osborne Range,134,-21.16667
Osborne Islands,126,-14.31667
Mount Osborne,131.48333,-13.51667
Orwell,135.6,-30.53333
Orup Creek,117.63333,-34.51667
Orroroo,138.61392,-32.73438
Orrie Cowie,137.31667,-34.96667
Oroopo Waterhole,139.38333,-21.8
Orontes Reef,132.1,-11.06667
Ormiston Gorge,132.71667,-23.61667
The Ormiston,132.7,-23.71667
Mount Ormerod,132.78333,-24.83333
Mount Orme,122.71667,-25.48333
Mount Orkolo,138.19276,-31.86325
Oringla Hill,135.46667,-28.03333
Orillia,138.63333,-35.43333
Ord Well,118.6,-26.13333
Ord River Dam,128.68333,-15.8
Ord River,128.35,-15.5
Ord River,128.85,-17.38333
Ord Ranges,119.15,-20.28333
Ord Gap,125.88333,-17.58333
Ord Creek,117.93333,-26.13333
Ord Creek,125.41667,-17.21667
Mount Ord,125.5593,-17.32109
Orchard Well,118.71667,-25.56667
Oratunga,138.55,-31.05
Oratan Rock,139.93333,-32.86667
Oraparinna,138.71667,-31.36667
Lake Orantjugar,128.3,-23.86667
Orange Creek,133.68333,-24.05
Orange Creek,138.86667,-22.5
Orama Hill,139.28333,-32.01667
Oraloo Spring,116.65,-27.88333
Ora Banda,121.06667,-30.36667
Opparinna Spring,131.06667,-26.01667
Opparinna Creek,131.11667,-25.88333
Ophthalmia Range,119.5,-23.28333
Opera Hill,136.75,-27.36667
Opal Well,118.93333,-26.08333
Opaline Well,119.71667,-20.75
Opaline Quartz Knobs,120.76667,-23.48333
Opal Creek,138.6,-19.35
Oowallina Spring,131.85,-26.4
Oortoormama,131.5,-26.26667
Ooroowilanie Swamp,138.66667,-28.26667
Oorla Tank,133.53333,-31.86667
Ooria Hill,139.05,-29.4
Ooratippra Waterhole,135.53333,-22.36667
Ooratippra Creek,136.08333,-21.88333
Ooraoodnanterrima Hill,135.58333,-26.21667
Ooranggatup Swamp,117.3,-34.36667
Ooraminna Waterhole,133.98333,-23.98333
Mount Ooraminna,134.00558,-24.08798
Ooradidgee Rockhole,134.51667,-20.13333
Oopina,139.43333,-32.23333
Oonmooninna Hill,130.56667,-27.06667
Oongudinna Hill,134.05,-27.51667
Oongudinna Creek,134.03333,-27.65
Oongeran Creek,138.66667,-21.76667
Oondudna Creek,135.93333,-26.81667
Oona,139.98333,-20
Oompeinna Hill,131.25,-27
Oomoolmilla Creek,135.9,-22.5
Oomblegabby Rockhole,125.2,-32.4
Oolyou Creek,122.61667,-25.61667
Oolta Spring,134.28333,-23.85
Oolta,135.25,-23.51667
Oolperkinta Spring,131.31667,-26.28333
Oolparinna Well,133.98333,-26.28333
Ooloo Hill,139.13333,-29.75
Oolloo,131.3,-14.11667
Lake Oolgoopiarie,139.86311,-27.1234
Oolgoolgarri Swamp,136.75,-19.8
Oolgelima Hill,135.3,-28.9
Oolgelima Creek,135.31667,-28.86667
Oolgana Waterhole,135.88333,-26.81667
Ooldea Well,131.83333,-30.4
Ooldea Station,131.83333,-30.45
Ooldea Hill,131.95,-30.36667
Oolarinna Soak Well,132.9,-27.6
Oolarinna Hill,132.95,-27.56667
Ooladding Rockhole,134.51667,-30.6
Oolabinna Rockhole,133.38333,-31.11667
Oodnuwin Creek,135.73333,-26.06667
Oodnappina Waterhole,131.56667,-22.83333
Oodnadatta,135.46667,-27.55
Oodna Appenpinna Creek,136.25,-27.11667
Oodna Appenpinna,136.18333,-27.05
Oodla Wirra Well,139.13333,-32.88333
Oodla Wirra,139.06667,-32.88333
Oocoondinna Soak,133.81667,-26.93333
Oobagooma,123.9882,-16.76137
Onslow Peak,126.51667,-18.53333
Onslow Hills,128.45,-15.3
Onslow Creek,115.48333,-24.43333
Mount Onslow,122.95,-25.75
Onslow,115.11169,-21.63687
Mount Onqueedinna,135.80113,-26.90891
Onomohl Waterhole,132.95,-16.48333
Onkaparinga River,138.46667,-35.16667
Onkaparinga Gorge,138.55,-35.16667
O?Niel Creek,132.11667,-13.58333
Ongeva Creek,134.41667,-22.83333
Ongerup Rock,118.38333,-33.9
Ongerup Creek,118.4,-33.96667
Lake Ongerup,117.56667,-34.65
Ongerup,118.48333,-33.96667
Ongarup Creek,118.2,-34.25
One Tree Tank,139.8,-21.71667
One Tree Rocks,119.88333,-33.2
One Tree Point,130.11667,-11.83333
One Tree Point,132.68333,-11.21667
One Tree Point,134.41667,-25.46667
One Tree Palm Gorge,127.16667,-18.05
One Tree Hill,138.76667,-34.7
One Tree Hill,135.66667,-34.73333
One Tree Hill,139.66667,-33.06667
One Tree Hill,134.25,-32.78333
One Tree Hill,139.76667,-32.63333
One Tree Hill,139.18333,-32.58333
One Tree Hill,115.73462,-31.65207
One Tree Hill,127.63333,-26.18333
One Tree Hill,126.8,-18.96667
One Tree Creek,115.76667,-25.35
One Moon Well,118.28333,-31.6
One Mile Well,115.91667,-27.05
One Mile Waterhole,139.51667,-21.71667
One Mile Tank,122.23333,-17.93333
One Mile Rocks,119.81667,-33.2
One Mile Creek,138.4,-21.05
One Mile Creek,119.75,-20.83333
One Mile Creek,139.38333,-17.86667
O?Neill Brook,116.16667,-32.48333
Onegunyah Rockhole,122.68333,-23.55
One Gum Well,134.81667,-33.25
One Gum Creek,115.51667,-25.86667
One Bush Hill,114.9,-29.65
One Arm Point,123.06667,-16.43333
Ommanney Shoals,131.53333,-11.56667
Mount Ommanney,116.6509,-31.65516
Omanile Lagoon,132.96667,-11.7
Omanganung Waterhole,133.15,-15.9
Olwolgin Rockhole,126.76667,-32.01667
Olsen Well,116.53333,-24.23333
O?Loughlin Bay,136.13333,-35
Mount Olivia,123.6163,-16.61832
Oliver Island,125.7413,-14.09275
Olive Island,133.96841,-32.72181
Olive Hill Siding,115.86667,-33.23333
Mount Olinthus,136.7975,-33.57703
Olia Chain,130.25,-25.5
Olga Rocks,119.58333,-31.73333
Mount Olga,130.76667,-25.31667
Old Waukaringa,139.16667,-32.45
Old Wabricoola,139.35,-32.46667
Old Umbum,136.4,-28.46667
Old Towera Pool,115.06667,-23.06667
Old Towera,115.06667,-23.06667
Old Thorntonia,138.91667,-19.38333
Old Tampina Well,119.75,-20.68333
Old Stockyard Brook,116.51667,-33.03333
Old Station Well,114.91667,-22.68333
Old Station Lagoon,139.78333,-17.93333
Old Station Bore,132.6,-25.06667
Old Stanbroke,139.68333,-21.61667
Old Soak,127.05,-19.78333
Old Six Mile Bore,139.05,-21.28333
Old Shaw Well,119.36667,-20.6
Old Roseberth,139.41667,-25.61667
Old Orwell Well,135.56667,-30.51667
Old Nillinghoo,139.45,-32.01667
Old Napier Downs,124.73333,-17.25
Old Morstone,138.51667,-19.58333
Old Minburra,139.01667,-32.35
Old Mill Well,119.56667,-20.38333
Old Merriwarra Well,118.36667,-20.66667
Old Marillana,119.3,-22.56667
Old Koomooloo,139.7,-33.56667
Old Forty-Two Mile Well,119.11667,-20.6
Oldfield River,120.85,-33.88333
Old Croydon,117.78333,-21.08333
Old Crown Well,134.43333,-25.53333
Old Caroona,139.11667,-33.43333
Old Booleroo Creek,138.21667,-32.71667
Old Bohemia,126.18333,-18.66667
Old Billa Kalina Bore,136.48333,-29.46667
Old Berlino,138.4,-27.8
Old Austin Waterhole,137.68333,-20.6
Old Ardmore Bore,139.13333,-21.55
Old Angas Downs,132.28333,-24.8
Olby Rock,119.43333,-29.95
Olarinna Creek,134.63333,-27.16667
Oladdie Creek,138.53333,-32.41667
Oladdie,138.68333,-32.53333
Oladdie,138.63333,-32.46667
Okeltabie,135.01667,-33.33333
Oimble Creek,118.13333,-25.61667
Oilgaba Well,116.9,-26.01667
Oilba Pool,117.58333,-25.93333
O?Halloran Hill,138.55,-35.06667
Mount O?Halloran,135.45,-27.51667
O?Gradys Well,129.48333,-22.08333
O?Gradys Well,119.81667,-20.7
O?Grady Shoal,116.06667,-20.86667
Mount Ogilvie,138.67358,-30.31554
Ogilvie,114.63333,-28.15
Oggajumna Waterhole,137.48333,-18.75
Officer Hill,129.76667,-20.76667
The Officer,132.4,-27.75
Oenpelli Mission,133.06667,-12.33333
O?Donnell River,126.6,-18.36667
O?Donnell Range,128.16667,-16.5
O?Donnell Brook,128.21667,-16.73333
Ocumup Swamp,119.18333,-34.41667
Mount Octy,134.1333,-21.9833
October Creek,135.15,-16.46667
O?Connor Well,116.75,-24.01667
O?Connor Spring,125.78333,-17.5
Lake O?Connor,119.2,-32.5
O'Connor,115.79727,-32.05814
Ockenden Creek,135.73333,-27.8
Ochre Point,138.48333,-35.21667
Ocean Well,121.3,-19.36667
Ocean Hill,115.31667,-29.83333
Obstruction Hill,128.08333,-14.68333
Mount Obstruction,134.28642,-25.27962
Observatory Point,136.1,-34.93333
Observatory Island,121.7937,-33.92317
Observation Island,114.5422,-21.73953
Observation Island,136.9083,-15.613
Observation Hillock,113.1,-25.26667
Mount Observation,138.75084,-35.35374
Mount Observation,116.5576,-31.89544
Mount Observation,115.6864,-24.42788
Mount O?Brien,116.63333,-30.83333
Oberwyl Hill,120.51667,-29.05
Oban,139.05,-21.23333
Oaties Hill,136.73333,-27.16667
Oaktree Point,139.5,-16.98333
Oak Park,116.9,-31.16667
Oakover River,120.55,-20.71667
Oaklands,138.53333,-35.01667
Oaklands,137.68333,-35
Oaklands,138.91667,-35.25
Oakes Creek,129.03333,-15.31667
Oakden Hills,137.03333,-31.66667
Mount Oakden,138.6145,-33.93255
Oakdale,135.5,-33.81667
Oakdale,118.68333,-28.75
Oakbank,138.84528,-34.9834
Oakajee Station,114.63333,-28.58333
Oakajee River,114.58333,-28.58333
Oakabella River,114.55,-28.53333
Oakabella,114.61667,-28.5
Mount Nyulasy,128.2796,-16.74996
Mount Nyuarrarat,130.61667,-15.48333
Nyounda Well,117.23333,-29.28333
Nyounda Hill,117.26667,-29.26667
Nymerina Spring,119.5,-22.2
Nymbilli Waterhole,134.83333,-13.68333
Nyllow Hill,136.01667,-34.25
Nyiung Well,118.51667,-27.98333
Nyirinde Well,113.96667,-24.78333
Nyerilup Creek,118.81667,-33.85
Nyeo Spring,116.55,-27.55
Nyarra Creek,115.86667,-25.81667
Nyaroo Creek,137.71667,-29.65
Lake Nyanga,126.16667,-29.95
Nyabing-Pingrup Shire,118.5,-33.53333
Nyabing,118.15,-33.53333
Nuyts Reefs,132.15,-32.11667
Nuyts Archipelago,133.28333,-32.58333
Point Nuyts,116.63333,-35.06667
Cape Nuyts,132.35,-32.03333
Nutwood Downs,134.1478,-15.80963
Nurrondi,138.08333,-33.68333
Nurrari Lakes,130.08537,-29.06036
Nurragi Station,138.9,-35.38333
Nurragi,138.88333,-35.36667
Nurom,138.1,-33.31667
Nuriootpa,138.99766,-34.46825
Nurina,126.55,-30.98333
Nurgurga Well,124.45,-22.53333
Nurgian Rock,116.33333,-30.11667
Nurdy Well,121.36667,-19.45
Nura Nura Ridge,124.45,-18.06667
Nunyingoo Pool,116.13333,-21.38333
Nunyerry,117.95,-21.48333
Nunugonna Pool,115.93333,-23.5
Nunong Well,133.03333,-31.93333
Nunnyah Rockhole,134.4,-32.16667
Nunngarra,119.25,-28.06667
Nunnery Pool,115.51667,-25.85
Nunkeri,139.96667,-35.15
Nunkerberija Pool,114.23333,-23.35
Nunkamung Hill,139.16667,-35.7
Nunjuelia Hill,136.4,-27.13333
Nunjikompita,134.31667,-32.26667
Lake Nuniup,117.4,-34.4
Nuninga Spring,119.46667,-24.26667
Nunierra,115.5,-28.13333
Nungully Well,116.6,-27.06667
Nunglacoothia Well,116.33333,-27.43333
Nunginjay Spring,114.11667,-27.56667
Nungbalgarri Creek,134.06667,-11.93333
Nungarin Hill,118.11667,-31.16667
Nungarin,118.1,-31.18333
Nunganoo Well,116.95,-25.93333
Nungamarra Pool,118.63333,-25.21667
Nungajinny Well,117.5,-28.41667
Nungaeragooda Well,114.21667,-27.35
Nuneri Pool,122.18333,-25.83333
Nunegnoo Pool,121.98333,-25.51667
Nuneeja Rockhole,127.06667,-31.91667
Nundroo Well,132.21667,-31.75
Nundeea Rockhole,118.4,-27.11667
Nundedine Lake,116.5,-33.4
Nummurra Waterhole,137.8,-23.06667
Nummee Hill,135.61667,-32.73333
Nummabirinna Waterhole,136.35,-28
Numeraguarra,122.41667,-22.51667
Numbulwar Mission,135.73722,-14.27611
Number Sixteen Well,120.21667,-26.7
Numberdon Pool,123.66667,-18.65
Numbamubbing Well,117.35,-31.38333
Nulyercamyer Well,118.51667,-27.91667
Nulyercamyer Pool,118.45,-27.96667
Nulyercamyer Hill,118.5,-27.98333
Nulyanbiddy Pool,114.25,-25.8
Nultaddy Hill,135.4,-28.2
Nullye Soak,124.48333,-27.18333
Lake Nullewa,116.21667,-29.13333
Nullawun Lagoon,134.93333,-14.78333
Nullarbor Plain,129,-30.75
Nullarbor,130.91667,-31.43333
Nulla Nulla,119.03333,-31.3
Nulla Nulla,127.83333,-15.5
Nullan Lake,118.2959,-27.67927
Nullamalange Well,120.36667,-19.9
Nullaki Point,117.31667,-35.01667
Nullahculling Soak,118.93333,-31.85
Nullagine River,120.55,-20.71667
Nullagine,120.1,-21.88333
Nulgagoora Well,133.98333,-20.38333
Nuldera Well,135.2,-32.36667
Nulcharra Springs,131.68333,-26.1
Nulcharra Creek,131.81667,-26
Nukey Bluff,135.66667,-32.55
Nukarni,118.2,-31.28333
Nugglegunna Pool,119.5,-24.93333
Nuggets Creek,125.9,-17.4
Nugadong,116.65,-30.18333
Nuendah,120.35,-27.05
Nuddawalla Tharra Soak,114.15,-27.43333
Nuckulla Hill,134.85,-31.73333
Nuckua Soak,135.66667,-25.2
Nubberoc,115.45,-28.33333
Nuanna Spring,117.03333,-28.48333
Noyunurkoo Hill,136.46667,-27.18333
Now Well,119.43333,-21.68333
Nowthanna,118.66667,-27.05
Nowranie Creek,138.1,-20.08333
Nowranie,138.13333,-20.05
Nowillilla,138.75,-35.3
Nowerquin Well,118.4,-27.81667
Lake Nowergup,115.73333,-31.63333
Nourlangie Creek,132.66667,-12.75
Noucher Calbi Well,116.83333,-27.01667
Notts Well,139.76667,-34.41667
Notts Hill,139.96667,-29.15
Nottingham Creek,137.98333,-20.53333
